time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-06T22:26:19.224Z,37.9513,37.4226,16.606,4.3,mb,62,68,0.608,0.62,us,us6000jm3l,2023-03-28T16:29:51.040Z,Central Turkey,earthquake,3.69,4.23,0.086,38,reviewed,us,us
2023-02-06T22:29:39.276Z,38.0444,36.4089,6.339,4.5,mb,100,28,0.362,0.54,us,us6000jm3n,2023-03-28T16:42:47.040Z,"8 km WNW of Göksun, Turkey",earthquake,3.31,2.997,0.067,66,reviewed,us,us
2023-02-06T22:44:54.848Z,38.0613,36.5637,13.174,4.2,mb,26,75,0.364,0.42,us,us6000jnv1,2023-02-19T22:36:45.040Z,"7 km NE of Göksun, Turkey",earthquake,2.3,1.306,0.199,7,reviewed,us,us
2023-02-06T22:55:27.276Z,37.9341,36.6247,11.221,4,mb,33,74,0.417,0.67,us,us6000jnv2,2023-02-19T04:43:54.040Z,"14 km SE of Göksun, Turkey",earthquake,2.31,5.325,0.15,12,reviewed,us,us
2023-02-06T23:13:30.078Z,37.9823,37.4015,10,4.2,mb,41,69,0.62,0.83,us,us6000jnv4,2023-03-28T16:39:32.040Z,"4 km WNW of Nurhak, Turkey",earthquake,2.38,1.926,0.2,7,reviewed,us,us
2023-02-06T23:29:14.993Z,35.6037,35.3598,10.855,4.5,mwr,81,43,1.779,0.56,us,us6000jm3x,2023-03-28T16:34:02.040Z,"39 km WNW of Latakia, Syria",earthquake,5.02,2.721,0.08,15,reviewed,us,us
2023-02-07T00:20:16.237Z,37.8431,36.6148,10,4.2,mb,53,34,0.339,0.74,us,us6000jp3d,2023-02-20T03:07:13.040Z,"22 km SSE of Göksun, Turkey",earthquake,3.52,1.635,0.112,22,reviewed,us,us
2023-02-07T01:18:07.375Z,38.0195,36.4624,10,4.3,mb,23,66,0.389,0.89,us,us6000jp3f,2023-03-15T23:33:41.040Z,Central Turkey,earthquake,1.3,1.928,0.201,7,reviewed,us,us
2023-02-07T01:29:18.918Z,38.0903,36.7693,10,4.2,mb,62,36,0.42,0.78,us,us6000jm4r,2023-03-15T23:35:31.040Z,"21 km SW of Af?in, Turkey",earthquake,2.41,1.897,0.121,19,reviewed,us,us
2023-02-07T01:32:00.826Z,38.0152,36.5543,10,4.4,mb,31,56,0.406,0.55,us,us6000jp3g,2023-03-15T23:47:47.040Z,"5 km E of Göksun, Turkey",earthquake,3.9,1.9,0.169,10,reviewed,us,us
2023-02-07T01:34:29.191Z,37.4326,37.0521,10,4.4,mb,46,111,0.141,0.76,us,us6000jm4x,2023-02-28T00:28:42.954Z,"20 km SSE of Kahramanmara?, Turkey",earthquake,5.7,1.928,0.123,19,reviewed,us,us
2023-02-07T02:28:20.753Z,38.0265,37.5093,10,4.1,mb,30,118,0.71,0.8,us,us6000jp53,2023-03-15T23:53:19.040Z,"9 km NE of Nurhak, Turkey",earthquake,3.75,1.925,0.214,6,reviewed,us,us
2023-02-07T02:30:56.621Z,26.8303,55.2235,10,4.2,mb,27,97,2.075,0.83,us,us6000jm52,2023-03-15T23:55:22.040Z,"45 km NE of Bandar-e Lengeh, Iran",earthquake,5.42,1.928,0.137,15,reviewed,us,us
2023-02-07T02:39:03.939Z,38.6041,37.5154,15.268,4.2,mb,36,64,1.328,0.64,us,us6000jm53,2023-02-28T02:27:37.040Z,"6 km N of Darende, Turkey",earthquake,4.04,5.081,0.167,10,reviewed,us,us
2023-02-07T02:43:27.973Z,38.1044,36.9078,10,4.4,mb,41,45,0.961,0.75,us,us6000jm54,2023-02-28T02:38:07.040Z,"15 km S of Af?in, Turkey",earthquake,2.64,1.885,0.134,16,reviewed,us,us
2023-02-07T02:47:37.075Z,35.9675,35.9852,10,4.8,mb,109,47,1.555,0.88,us,us6000jm55,2023-03-28T16:17:13.040Z,Near the coast of Syria,earthquake,5.33,1.839,0.06,86,reviewed,us,us
2023-02-07T02:53:29.007Z,38.0387,36.5733,10,4.4,mb,63,48,0.388,0.38,us,us6000jm57,2023-02-28T04:10:45.040Z,"6 km ENE of Göksun, Turkey",earthquake,3.61,1.861,0.12,20,reviewed,us,us
2023-02-07T03:02:54.008Z,37.3373,37.1197,10,4.3,mb,24,76,0.18,0.65,us,us6000jm5a,2023-03-16T00:28:09.040Z,"23 km SW of Pazarc?k, Turkey",earthquake,3.71,1.643,0.178,9,reviewed,us,us
2023-02-07T03:08:57.332Z,37.9361,37.6227,10,4.7,mb,99,55,0.83,0.71,us,us6000jm5c,2023-03-28T20:04:31.040Z,"16 km E of Nurhak, Turkey",earthquake,4.98,1.84,0.085,42,reviewed,us,us
2023-02-07T03:13:12.754Z,37.7639,37.7309,10,5.5,mww,136,45,0.722,0.58,us,us6000jm5e,2023-02-28T04:52:01.523Z,Central Turkey,earthquake,5.01,1.719,0.062,25,reviewed,us,us
2023-02-07T03:16:16.365Z,37.6089,37.3755,10,4.6,mb,42,99,0.392,0.56,us,us6000jp3y,2023-02-28T05:02:09.040Z,"15 km NNE of Pazarc?k, Turkey",earthquake,1.51,1.946,0.122,20,reviewed,us,us
2023-02-07T03:30:01.492Z,37.748,37.6323,10,4.3,mb,54,78,0.63,1.04,us,us6000jp3x,2023-03-16T00:31:41.040Z,"3 km S of Gölba??, Turkey",earthquake,1.3,1.913,0.147,13,reviewed,us,us
2023-02-07T03:37:00.403Z,36.2786,36.2446,10,4.3,mb,50,82,1.182,0.77,us,us6000jm5j,2023-03-16T01:06:14.040Z,,earthquake,2.31,1.843,0.133,16,reviewed,us,us
2023-02-07T03:58:56.236Z,37.507,37.227,10,4.2,mwr,37,89,0.26,0.77,us,us6000jp3k,2023-02-28T05:53:15.040Z,Central Turkey,earthquake,4.34,1.836,0.069,20,reviewed,us,us
2023-02-07T04:07:57.801Z,37.7181,37.4217,10,4.1,mb,24,87,0.466,0.62,us,us6000jp3l,2023-03-16T01:20:52.040Z,Kahramanmaras Earthquake Sequence,earthquake,3.36,1.483,0.214,6,reviewed,us,us
2023-02-07T04:16:42.272Z,37.9036,37.4321,10,3.9,mb,32,81,0.58,0.73,us,us6000jm5s,2023-03-16T01:24:43.040Z,"6 km S of Nurhak, Turkey",earthquake,2.99,1.918,0.209,6,reviewed,us,us
2023-02-07T04:42:03.194Z,36.8131,36.6306,10,4.4,mb,59,57,0.586,0.77,us,us6000jm5v,2023-03-16T01:34:25.040Z,"7 km ENE of A?a?? Karafak?l?, Turkey",earthquake,4.32,1.873,0.115,22,reviewed,us,us
2023-02-07T05:26:30.941Z,36.1531,36.3488,13.661,4.4,mwr,66,124,1.23,0.46,us,us6000jm63,2023-02-25T09:23:48.558Z,"1 km SSE of Boynuyo?un, Turkey",earthquake,4.79,4.611,0.069,20,reviewed,us,us
2023-02-07T06:15:23.256Z,38.0668,38.1413,17.718,4.1,mb,31,65,0.825,0.38,us,us6000jp3w,2023-02-19T10:09:01.040Z,"9 km WNW of Çelikhan, Turkey",earthquake,4.45,4.852,0.145,13,reviewed,us,us
2023-02-07T06:26:11.987Z,37.3357,36.8762,7.505,4.2,mb,23,150,0.17,0.4,us,us6000jp3v,2023-02-19T09:57:26.040Z,"22 km NE of Nurda??, Turkey",earthquake,2.38,5.007,0.187,8,reviewed,us,us
2023-02-07T06:40:53.712Z,38.0324,36.4486,5.95,4.6,mb,55,44,0.375,0.5,us,us6000jm69,2023-03-28T20:07:36.040Z,"4 km WNW of Göksun, Turkey",earthquake,2.95,5.12,0.111,24,reviewed,us,us
2023-02-07T06:48:51.696Z,38.3125,37.5785,5.826,4.6,mb,79,39,0.917,0.64,us,us6000jm6b,2023-03-28T20:09:04.040Z,"26 km SSE of Darende, Turkey",earthquake,3.17,4.278,0.081,46,reviewed,us,us
2023-02-07T07:11:15.008Z,38.0971,38.6398,9.063,5.4,mww,135,29,1.464,0.72,us,us6000jm6p,2023-03-09T06:20:08.217Z,"7 km NNE of Sincik, Turkey",earthquake,2.08,3.088,0.053,34,reviewed,us,us
2023-02-07T07:26:36.313Z,38.0311,37.5813,16.18,4.4,mb,66,65,0.753,1.05,us,us6000jm6v,2023-03-09T06:16:33.040Z,"14 km ENE of Nurhak, Turkey",earthquake,2.98,4.552,0.127,18,reviewed,us,us
2023-02-07T07:45:06.565Z,36.8855,36.6006,10,4.2,mb,31,104,0.565,0.81,us,us6000jp49,2023-03-22T13:35:34.040Z,Turkey-Syria border region,earthquake,3.14,1.803,0.305,3,reviewed,us,us
2023-02-07T07:54:23.648Z,36.5768,36.4539,10,4.3,mb,35,56,0.849,0.96,us,us6000jm6x,2023-03-22T14:13:25.040Z,"12 km NE of K?r?khan, Turkey",earthquake,4.98,1.912,0.217,6,reviewed,us,us
2023-02-07T08:18:11.763Z,38.1372,38.537,15.974,4.3,mb,32,76,0.731,0.66,us,us6000jp3z,2023-03-09T09:33:07.040Z,eastern Turkey,earthquake,3.45,5.357,0.265,6,reviewed,us,us
2023-02-07T08:25:46.609Z,37.8817,37.5278,10,4.5,mb,63,56,0.624,0.78,us,us6000jm71,2023-03-28T20:10:37.040Z,"11 km SE of Nurhak, Turkey",earthquake,5.01,1.877,0.113,23,reviewed,us,us
2023-02-07T09:53:31.468Z,38.1471,36.3693,20.355,4.2,mb,45,53,0.263,0.43,us,us6000jp42,2023-03-10T14:25:46.040Z,Central Turkey,earthquake,3.73,1.655,0.118,22,reviewed,us,us
2023-02-07T10:07:18.238Z,37.5226,37.1468,10.944,4.2,mb,65,47,0.197,0.49,us,us6000jp54,2023-03-10T15:29:52.040Z,"14 km WNW of Pazarc?k, Turkey",earthquake,5.6,3.328,0.082,43,reviewed,us,us
2023-02-07T10:18:14.589Z,38.0164,38.57,12.988,5.3,mww,204,29,0.608,0.54,us,us6000jm7f,2023-03-10T10:38:53.275Z,eastern Turkey,earthquake,5.21,3.31,0.065,23,reviewed,us,us
2023-02-07T10:27:32.024Z,38.3061,38.1915,16.052,4.6,mb,120,42,0.997,0.38,us,us6000jm7h,2023-03-09T17:26:03.040Z,"4 km WNW of Ye?ilyurt, Turkey",earthquake,4.51,3.721,0.058,91,reviewed,us,us
2023-02-07T10:37:17.535Z,36.0958,35.9441,10,4.6,mb,84,71,1.48,0.61,us,us6000jp45,2023-03-10T13:51:17.040Z,"9 km WSW of Uzunba?, Turkey",earthquake,5.14,1.865,0.091,36,reviewed,us,us
2023-02-07T10:53:22.247Z,40.1816,23.6427,10,4.9,mb,80,79,1.732,0.43,us,us6000jm7j,2023-03-08T16:37:18.214Z,"4 km SSW of Níkiti, Greece",earthquake,5.91,1.865,0.067,69,reviewed,us,us
2023-02-07T10:56:29.905Z,37.8696,36.6642,8.656,4.5,mb,68,68,0.384,0.7,us,us6000jm7k,2023-03-09T15:55:31.040Z,Central Turkey,earthquake,6.72,5.002,0.083,44,reviewed,us,us
2023-02-07T10:57:45.797Z,37.8911,36.6653,10,4.6,mb,65,43,0.401,0.71,us,us6000jp48,2023-03-28T20:13:53.040Z,Central Turkey,earthquake,3.5,1.86,0.088,40,reviewed,us,us
2023-02-07T11:01:11.695Z,37.9808,37.6619,3.759,4.4,mb,97,51,0.768,0.47,us,us6000jp4b,2023-03-22T12:33:18.040Z,Central Turkey,earthquake,4.92,3.872,0.069,62,reviewed,us,us
2023-02-07T12:07:03.774Z,38.2171,38.263,15.409,4.5,mb,93,26,0.892,0.54,us,us6000jm7q,2023-03-09T15:40:06.040Z,"8 km S of Ye?ilyurt, Turkey",earthquake,3.77,4.057,0.071,59,reviewed,us,us
2023-02-07T13:36:41.353Z,36.0984,35.8449,10,4.5,mb,81,70,1.532,0.91,us,us6000jm84,2023-02-19T22:06:14.040Z,"17 km WSW of Uzunba?, Turkey",earthquake,4.45,1.802,0.084,41,reviewed,us,us
2023-02-07T14:23:17.029Z,38.0426,36.5803,10,4.4,mb,53,41,0.386,0.8,us,us6000jp4j,2023-02-19T22:33:43.040Z,"7 km ENE of Göksun, Turkey",earthquake,1.86,1.872,0.13,17,reviewed,us,us
2023-02-07T15:31:28.295Z,37.3758,37.1447,10,4.7,mwr,126,34,0.21,0.64,us,us6000jm95,2023-02-19T22:57:53.609Z,"18 km SW of Pazarc?k, Turkey",earthquake,5.54,1.867,0.063,24,reviewed,us,us
2023-02-07T15:48:54.123Z,37.9939,36.4771,11.132,5,mww,138,22,0.415,0.61,us,us6000jm96,2023-02-20T14:54:26.655Z,"3 km SSW of Göksun, Turkey",earthquake,5.2,3.312,0.062,25,reviewed,us,us
2023-02-07T16:53:27.462Z,36.0086,35.9967,10,4.2,mb,22,120,1.517,0.88,us,us6000jp56,2023-02-20T15:38:32.040Z,"13 km NNW of Yaylada??, Turkey",earthquake,2.19,1.919,0.305,3,reviewed,us,us
2023-02-07T16:54:31.685Z,37.9421,37.323,17.033,4.1,mb,26,74,0.55,1.18,us,us6000jp57,2023-02-20T15:45:29.040Z,"10 km WSW of Nurhak, Turkey",earthquake,2.92,4.662,0.234,5,reviewed,us,us
2023-02-07T17:38:00.327Z,37.8896,37.6276,16.287,4.2,mb,32,102,0.79,0.97,us,us6000jmar,2023-03-16T17:02:48.040Z,"11 km N of Gölba??, Turkey",earthquake,3.95,4.841,0.141,15,reviewed,us,us
2023-02-07T17:53:50.882Z,38.0002,36.4438,8.524,4.2,mb,71,35,0.407,0.68,us,us6000jp4m,2023-03-16T16:57:15.040Z,Central Turkey,earthquake,3.2,4.683,0.098,34,reviewed,us,us
2023-02-07T18:10:00.223Z,37.969,36.6038,19.248,5.3,mww,166,24,0.439,0.69,us,us6000jmat,2023-03-16T16:47:58.040Z,"10 km ESE of Göksun, Turkey",earthquake,3.59,3.343,0.093,11,reviewed,us,us
2023-02-07T18:14:08.571Z,37.8659,38.2929,26.793,4.4,mb,49,60,0.597,0.68,us,us6000jp5e,2023-03-04T17:30:57.040Z,"11 km N of Ad?yaman, Turkey",earthquake,4.21,4.996,0.138,17,reviewed,us,us
2023-02-07T19:08:24.706Z,37.8792,42.8144,4.037,4.4,mb,63,73,0.473,0.79,us,us6000jp50,2023-03-16T16:37:59.040Z,"13 km N of Do?anköy, Turkey",earthquake,4.37,2.184,0.092,39,reviewed,us,us
2023-02-07T19:13:49.530Z,38.021,36.9185,13,4.4,mwr,99,41,0.515,0.78,us,us6000jmbj,2023-03-16T16:35:14.040Z,"24 km W of Ekinözü, Turkey",earthquake,1.32,1.847,0.06,27,reviewed,us,us
2023-02-07T19:54:23.826Z,38.5889,39.9722,10,4.6,mwr,127,23,1.424,0.62,us,us6000jmbq,2023-03-16T16:34:35.040Z,"12 km SSE of Palu, Turkey",earthquake,2.81,1.807,0.048,42,reviewed,us,us
2023-02-07T21:14:28.432Z,32.0866,35.2415,10,4.1,mb,11,171,3.281,0.41,us,us6000jmcs,2023-02-19T03:51:12.046Z,"1 km W of As S?wiyah, Palestinian Territory",earthquake,11.71,1.998,0.301,4,reviewed,us,us
2023-02-07T21:21:25.795Z,37.924,37.5023,3.744,5,mb,136,45,0.635,0.64,us,us6000jmc7,2023-03-23T21:34:30.040Z,"6 km SE of Nurhak, Turkey",earthquake,2.5,3.911,0.056,102,reviewed,us,us
2023-02-07T21:58:54.224Z,37.4201,36.9564,12.635,4.1,mb,20,90,0.096,0.73,us,us6000jp4u,2023-02-16T05:14:51.040Z,"18 km S of Kahramanmara?, Turkey",earthquake,3.88,3.357,0.302,3,reviewed,us,us
2023-02-07T22:07:54.879Z,38.0663,36.5541,12.635,4.2,mb,56,45,0.357,0.58,us,us6000jp4v,2023-02-16T05:07:17.040Z,Central Turkey,earthquake,3.17,4.898,0.118,20,reviewed,us,us
2023-02-07T22:45:27.921Z,38.0992,36.5507,6.069,4.2,mb,51,37,0.325,1.21,us,us6000jp4y,2023-02-16T04:17:23.040Z,"9 km NNE of Göksun, Turkey",earthquake,3.51,6.818,0.146,13,reviewed,us,us
2023-02-07T23:13:02.009Z,36.0927,35.8637,10,4.5,mb,95,54,1.527,0.93,us,us6000jmdw,2023-02-22T06:20:49.170Z,"16 km WSW of Uzunba?, Turkey",earthquake,5.53,1.873,0.064,71,reviewed,us,us
